Date,Servername,WAITTYPE,WAIT_S,RESOURCE_S,SIGNAL_S,WAIT_Count,Percentage,AvgWait_s,AvgRes_S,AvgSig_S
2025-11-18,HC1DBSQ57DV,SOS_WORK_DISPATCHER,11187611.28000,11187566.42000,44.87000,950646.00000,99.989999999999995,11.7684,11.76840,.00000
2025-11-18,HC1DBSQ57PV,SOS_WORK_DISPATCHER,94144878.54000,94144491.10000,387.44000,8177378.00000,99.980000000000004,11.5128,11.51280,.00000
2025-11-18,HC1DBSQ59QV,SOS_WORK_DISPATCHER,12981368.18000,12981238.73000,129.45000,1054091.00000,99.969999999999999,12.315200000000001,12.31510,.00010
2025-11-18,HC1DBSQ46PV,SOS_WORK_DISPATCHER,361090470.24000,360972420.94000,118049.30000,1617014911.00000,96.040000000000006,0.2233,.22320,.00010
2025-11-18,HC1DBSQ94PV,SOS_WORK_DISPATCHER,175605598.08000,175603545.58000,2052.50000,27499456.00000,98.489999999999995,6.3857999999999997,6.38570,.00010
2025-11-18,HC1DBSQ28PV,SOS_WORK_DISPATCHER,61329804.64000,61289233.28000,40571.36000,115709515.00000,96.459999999999994,0.53000000000000003,.52970,.00040
2025-11-18,HC1DBSQ67PV,SOS_WORK_DISPATCHER,42062873.66000,42062470.16000,403.50000,3684487.00000,98.150000000000006,11.4162,11.41610,.00010
2025-11-18,HC1DBSQ32PV,SOS_WORK_DISPATCHER,118616576.69000,118616147.26000,429.44000,10114185.00000,98.469999999999999,11.7277,11.72770,.00000
2025-11-18,HC1DBSQ32QV,SOS_WORK_DISPATCHER,14366994.76000,14366944.47000,50.29000,1455077.00000,100,9.8736999999999995,9.87370,.00000
2025-11-18,HC1DBSQ57QV,SOS_WORK_DISPATCHER,10691920.50000,10691883.72000,36.78000,978174.00000,99.989999999999995,10.9305,10.93050,.00000
2025-11-18,HC1DBSQ57UV,SOS_WORK_DISPATCHER,11986044.00000,11986002.73000,41.27000,976657.00000,99.989999999999995,12.272500000000001,12.27250,.00000
